utterance_id,conv_id,turn_id,intent_id,intent_confidence,sb_binary,turn_id_norm
utterance_125_31,125,31,4,0.9,0,0.8157894736842105
utterance_125_33,125,33,7,0.9,0,0.868421052631579
utterance_125_34,125,34,7,0.9,0,0.8947368421052632
utterance_125_36,125,36,6,0.9,0,0.9473684210526315
utterance_125_38,125,38,6,0.9,0,1.0
utterance_127_3,127,3,4,0.9,0,0.10714285714285714
utterance_127_5,127,5,7,0.9,0,0.17857142857142858
utterance_127_9,127,9,4,0.9,0,0.32142857142857145
utterance_127_13,127,13,4,0.9,0,0.4642857142857143
utterance_127_16,127,16,4,0.9,0,0.5714285714285714
utterance_127_20,127,20,5,0.9,1,0.7142857142857143
utterance_127_23,127,23,5,0.9,0,0.8214285714285714
utterance_127_25,127,25,5,0.9,0,0.8928571428571429
utterance_127_28,127,28,5,0.9,0,1.0
utterance_128_2,128,2,8,0.9,0,0.05128205128205128
utterance_128_3,128,3,8,0.9,0,0.07692307692307693
utterance_128_7,128,7,4,0.9,1,0.1794871794871795
utterance_128_8,128,8,4,0.9,1,0.20512820512820512
utterance_128_10,128,10,4,0.9,0,0.2564102564102564
utterance_128_11,128,11,8,0.9,1,0.28205128205128205
utterance_128_14,128,14,8,0.9,1,0.358974358974359
utterance_128_19,128,19,6,0.9,1,0.48717948717948717
utterance_128_21,128,21,6,0.9,1,0.5384615384615384
utterance_128_29,128,29,7,0.9,0,0.7435897435897436
utterance_128_30,128,30,8,0.8,1,0.7692307692307693
utterance_128_33,128,33,4,0.9,1,0.8461538461538461
utterance_128_34,128,34,6,0.9,1,0.8717948717948718
utterance_128_39,128,39,6,0.8,0,1.0
utterance_130_1,130,1,10,0.9,0,0.043478260869565216
utterance_130_3,130,3,4,0.9,0,0.13043478260869565
utterance_130_5,130,5,7,0.9,0,0.21739130434782608
utterance_130_7,130,7,6,0.9,0,0.30434782608695654
utterance_130_9,130,9,7,0.9,0,0.391304347826087
utterance_130_11,130,11,4,0.9,0,0.4782608695652174
utterance_130_13,130,13,4,0.8,0,0.5652173913043478
utterance_130_15,130,15,4,0.9,1,0.6521739130434783
utterance_130_17,130,17,6,0.9,0,0.7391304347826086
utterance_130_19,130,19,5,0.9,0,0.8260869565217391
utterance_130_21,130,21,3,1.0,0,0.9130434782608695
utterance_130_23,130,23,5,1.0,0,1.0
utterance_131_3,131,3,9,0.9,0,0.10714285714285714
utterance_131_4,131,4,10,0.9,0,0.14285714285714285
utterance_131_5,131,5,4,0.9,0,0.17857142857142858
utterance_131_8,131,8,4,0.9,0,0.2857142857142857
utterance_131_10,131,10,9,0.9,1,0.35714285714285715
utterance_131_12,131,12,4,0.9,1,0.42857142857142855
utterance_131_13,131,13,9,0.9,1,0.4642857142857143
utterance_131_15,131,15,9,0.9,0,0.5357142857142857
utterance_131_17,131,17,9,0.9,0,0.6071428571428571
utterance_131_20,131,20,9,0.9,1,0.7142857142857143
utterance_131_21,131,21,4,0.9,0,0.75
utterance_131_22,131,22,9,0.9,0,0.7857142857142857
utterance_131_24,131,24,9,0.9,0,0.8571428571428571
utterance_131_26,131,26,4,0.9,0,0.9285714285714286
utterance_131_28,131,28,5,0.9,0,1.0
utterance_132_1,132,1,4,0.9,0,0.038461538461538464
utterance_132_3,132,3,4,0.9,0,0.11538461538461539
utterance_132_4,132,4,4,0.9,0,0.15384615384615385
utterance_132_6,132,6,1,0.9,0,0.23076923076923078
utterance_132_7,132,7,7,0.9,0,0.2692307692307692
utterance_132_9,132,9,8,0.9,0,0.34615384615384615
utterance_132_10,132,10,8,0.9,0,0.38461538461538464
utterance_132_11,132,11,7,0.9,0,0.4230769230769231
utterance_132_13,132,13,8,0.9,1,0.5
utterance_132_15,132,15,8,0.9,0,0.5769230769230769
utterance_132_17,132,17,8,0.9,1,0.6538461538461539
utterance_132_18,132,18,4,0.9,0,0.6923076923076923
utterance_132_20,132,20,9,0.9,0,0.7692307692307693
utterance_132_22,132,22,8,0.9,1,0.8461538461538461
utterance_132_26,132,26,3,0.9,0,1.0
utterance_133_0,133,0,7,0.9,0,0.0
utterance_133_3,133,3,7,0.9,0,0.14285714285714285
utterance_133_6,133,6,0,0.9,0,0.2857142857142857
utterance_133_10,133,10,0,0.9,0,0.47619047619047616
utterance_133_12,133,12,0,0.9,0,0.5714285714285714
utterance_133_14,133,14,0,0.9,0,0.6666666666666666
utterance_133_16,133,16,4,0.9,0,0.7619047619047619
utterance_133_18,133,18,4,0.9,0,0.8571428571428571
utterance_133_21,133,21,5,1.0,0,1.0
utterance_135_0,135,0,4,0.9,0,0.0
utterance_135_2,135,2,7,0.9,0,0.14285714285714285
utterance_135_4,135,4,7,0.9,0,0.2857142857142857
utterance_135_6,135,6,7,0.9,0,0.42857142857142855
utterance_135_8,135,8,6,0.9,0,0.5714285714285714
utterance_135_10,135,10,7,0.9,0,0.7142857142857143
utterance_135_12,135,12,7,0.9,0,0.8571428571428571
utterance_135_14,135,14,5,0.9,0,1.0
utterance_137_0,137,0,8,0.9,0,0.0
utterance_137_2,137,2,4,0.9,0,0.1111111111111111
utterance_137_4,137,4,4,0.9,1,0.2222222222222222
utterance_137_5,137,5,4,0.9,1,0.2777777777777778
utterance_137_10,137,10,8,0.85,1,0.5555555555555556
utterance_137_18,137,18,1,0.9,0,1.0
utterance_138_0,138,0,4,0.9,0,0.0
utterance_138_2,138,2,4,0.9,0,0.07692307692307693
utterance_138_5,138,5,9,0.9,0,0.19230769230769232
utterance_138_6,138,6,7,0.9,0,0.23076923076923078
utterance_138_7,138,7,0,0.9,0,0.2692307692307692
utterance_138_10,138,10,1,0.9,0,0.38461538461538464
utterance_138_12,138,12,4,0.9,0,0.46153846153846156
utterance_138_14,138,14,6,0.9,0,0.5384615384615384
utterance_138_18,138,18,5,1.0,0,0.6923076923076923
utterance_138_21,138,21,4,0.9,0,0.8076923076923077
utterance_138_23,138,23,9,0.9,0,0.8846153846153846
utterance_138_26,138,26,5,1.0,0,1.0
utterance_139_0,139,0,4,0.9,0,0.0
utterance_139_3,139,3,4,0.9,0,0.15
utterance_139_5,139,5,8,0.9,0,0.25
utterance_139_7,139,7,4,0.9,1,0.35
utterance_139_10,139,10,8,0.9,0,0.5
utterance_139_11,139,11,4,0.9,0,0.55
utterance_139_13,139,13,8,0.9,1,0.65
utterance_139_17,139,17,6,0.9,1,0.85
utterance_139_18,139,18,5,1.0,0,0.9
utterance_139_20,139,20,3,1.0,0,1.0
utterance_140_3,140,3,4,0.9,0,0.25
utterance_140_5,140,5,7,0.9,0,0.4166666666666667
utterance_140_10,140,10,8,0.9,0,0.8333333333333334
utterance_140_12,140,12,7,0.9,0,1.0
utterance_142_2,142,2,4,0.9,0,0.1
utterance_142_5,142,5,9,0.9,0,0.25
utterance_142_9,142,9,9,0.9,0,0.45
utterance_142_11,142,11,6,0.9,0,0.55
utterance_142_13,142,13,4,0.9,0,0.65
utterance_142_15,142,15,8,0.9,0,0.75
utterance_142_17,142,17,5,0.9,0,0.85
utterance_142_20,142,20,5,0.9,0,1.0
utterance_143_4,143,4,8,0.9,1,0.18181818181818182
utterance_143_12,143,12,9,0.9,0,0.5454545454545454
utterance_143_14,143,14,4,0.9,0,0.6363636363636364
utterance_143_18,143,18,9,0.9,1,0.8181818181818182
utterance_143_20,143,20,4,0.9,1,0.9090909090909091
utterance_143_22,143,22,6,0.9,1,1.0
utterance_144_2,144,2,4,0.9,1,0.08333333333333333
utterance_144_5,144,5,9,0.9,1,0.20833333333333334
utterance_144_9,144,9,8,0.8,0,0.375
utterance_144_11,144,11,9,0.9,1,0.4583333333333333
utterance_144_13,144,13,9,0.9,0,0.5416666666666666
utterance_144_15,144,15,9,0.9,1,0.625
utterance_144_19,144,19,6,0.9,0,0.7916666666666666
utterance_144_22,144,22,4,0.9,0,0.9166666666666666
utterance_144_24,144,24,3,0.9,1,1.0
utterance_145_0,145,0,4,0.9,0,0.0
utterance_145_2,145,2,7,0.9,0,0.1
utterance_145_5,145,5,4,0.9,0,0.25
utterance_145_6,145,6,7,0.9,0,0.3
utterance_145_8,145,8,4,0.9,0,0.4
utterance_145_10,145,10,9,0.9,0,0.5
utterance_145_13,145,13,4,0.9,0,0.65
utterance_145_14,145,14,7,0.9,0,0.7
utterance_145_16,145,16,5,0.9,0,0.8
utterance_145_18,145,18,4,0.9,1,0.9
utterance_145_20,145,20,5,1.0,0,1.0
utterance_146_3,146,3,4,0.9,0,0.15
utterance_146_8,146,8,7,0.9,0,0.4
utterance_146_11,146,11,9,0.9,1,0.55
utterance_146_13,146,13,4,0.9,0,0.65
utterance_146_16,146,16,4,0.9,0,0.8
utterance_146_18,146,18,4,0.9,0,0.9
utterance_146_20,146,20,5,0.9,0,1.0
utterance_147_0,147,0,4,0.9,0,0.0
utterance_147_4,147,4,7,0.9,0,0.09090909090909091
utterance_147_5,147,5,7,0.9,0,0.11363636363636363
utterance_147_10,147,10,4,0.9,0,0.22727272727272727
utterance_147_13,147,13,7,0.9,1,0.29545454545454547
utterance_147_16,147,16,4,0.9,1,0.36363636363636365
utterance_147_19,147,19,8,0.8,0,0.4318181818181818
utterance_147_22,147,22,9,0.9,1,0.5
utterance_147_25,147,25,4,0.9,1,0.5681818181818182
utterance_147_34,147,34,7,0.9,1,0.7727272727272727
utterance_147_39,147,39,6,0.8,1,0.8863636363636364
utterance_147_44,147,44,4,0.9,1,1.0
utterance_148_2,148,2,4,0.9,0,0.047619047619047616
utterance_148_5,148,5,7,0.9,0,0.11904761904761904
utterance_148_12,148,12,5,0.9,0,0.2857142857142857
utterance_148_14,148,14,7,0.9,0,0.3333333333333333
utterance_148_17,148,17,7,0.9,0,0.40476190476190477
utterance_148_18,148,18,7,0.9,0,0.42857142857142855
utterance_148_20,148,20,7,0.9,1,0.47619047619047616
utterance_148_24,148,24,7,0.9,0,0.5714285714285714
utterance_148_25,148,25,7,0.9,0,0.5952380952380952
utterance_148_31,148,31,7,0.9,0,0.7380952380952381
utterance_148_34,148,34,9,0.9,0,0.8095238095238095
utterance_148_38,148,38,9,0.9,0,0.9047619047619048
utterance_148_40,148,40,6,0.9,0,0.9523809523809523
utterance_148_42,148,42,5,0.9,1,1.0
utterance_149_1,149,1,4,0.9,0,0.02857142857142857
utterance_149_3,149,3,9,0.9,0,0.08571428571428572
utterance_149_6,149,6,7,0.9,0,0.17142857142857143
utterance_149_7,149,7,8,0.9,0,0.2
utterance_149_11,149,11,7,0.9,0,0.3142857142857143
utterance_149_13,149,13,7,0.9,0,0.37142857142857144
utterance_149_15,149,15,1,0.9,0,0.42857142857142855
utterance_149_18,149,18,6,0.9,0,0.5142857142857142
utterance_149_19,149,19,8,0.8,0,0.5428571428571428
utterance_149_21,149,21,8,0.8,0,0.6
utterance_149_23,149,23,6,0.9,0,0.6571428571428571
utterance_149_27,149,27,4,0.8,0,0.7714285714285715
utterance_149_34,149,34,9,0.9,0,0.9714285714285714
utterance_149_35,149,35,3,1.0,0,1.0
utterance_150_1,150,1,4,1.0,0,0.058823529411764705
utterance_150_3,150,3,4,0.9,0,0.17647058823529413
utterance_150_5,150,5,7,0.9,0,0.29411764705882354
utterance_150_7,150,7,8,0.9,1,0.4117647058823529
utterance_150_9,150,9,9,0.9,1,0.5294117647058824
utterance_150_11,150,11,9,0.9,1,0.6470588235294118
utterance_150_13,150,13,5,0.9,0,0.7647058823529411
utterance_150_15,150,15,5,1.0,0,0.8823529411764706
utterance_150_17,150,17,5,1.0,0,1.0
utterance_151_2,151,2,4,0.9,0,0.1111111111111111
utterance_151_4,151,4,9,0.9,0,0.2222222222222222
utterance_151_6,151,6,9,0.9,0,0.3333333333333333
utterance_151_8,151,8,8,0.9,0,0.4444444444444444
utterance_151_10,151,10,1,0.9,0,0.5555555555555556
utterance_151_12,151,12,4,0.9,0,0.6666666666666666
utterance_151_14,151,14,8,0.9,1,0.7777777777777778
utterance_151_16,151,16,4,0.9,1,0.8888888888888888
utterance_151_18,151,18,5,0.9,0,1.0
utterance_153_0,153,0,4,0.9,0,0.0
utterance_153_2,153,2,7,0.9,0,0.09523809523809523
utterance_153_4,153,4,8,0.8,0,0.19047619047619047
utterance_153_6,153,6,8,0.9,0,0.2857142857142857
utterance_153_8,153,8,7,0.9,1,0.38095238095238093
utterance_153_11,153,11,4,0.9,0,0.5238095238095238
utterance_153_12,153,12,4,0.9,1,0.5714285714285714
utterance_153_14,153,14,9,0.9,0,0.6666666666666666
utterance_153_16,153,16,9,0.9,1,0.7619047619047619
utterance_153_19,153,19,9,0.9,0,0.9047619047619048
utterance_153_21,153,21,9,0.9,0,1.0
utterance_154_1,154,1,4,0.9,0,0.038461538461538464
utterance_154_2,154,2,10,0.9,0,0.07692307692307693
utterance_154_6,154,6,7,0.9,1,0.23076923076923078
utterance_154_8,154,8,8,0.9,0,0.3076923076923077
utterance_154_9,154,9,0,0.9,0,0.34615384615384615
utterance_154_12,154,12,8,0.9,1,0.46153846153846156
utterance_154_14,154,14,1,0.9,0,0.5384615384615384
utterance_154_16,154,16,6,0.9,0,0.6153846153846154
utterance_154_21,154,21,6,0.9,0,0.8076923076923077
utterance_154_22,154,22,6,0.9,0,0.8461538461538461
utterance_154_24,154,24,1,0.9,1,0.9230769230769231
utterance_154_25,154,25,5,1.0,0,0.9615384615384616
utterance_154_26,154,26,3,1.0,0,1.0
utterance_155_2,155,2,4,0.9,0,0.047619047619047616
utterance_155_6,155,6,9,0.9,0,0.14285714285714285
utterance_155_10,155,10,9,0.9,0,0.23809523809523808
utterance_155_12,155,12,8,0.8,0,0.2857142857142857
utterance_155_15,155,15,10,0.9,0,0.35714285714285715
utterance_155_17,155,17,7,0.9,0,0.40476190476190477
utterance_155_21,155,21,5,1.0,0,0.5
utterance_155_22,155,22,8,0.8,1,0.5238095238095238
utterance_155_24,155,24,8,0.8,0,0.5714285714285714
utterance_155_27,155,27,8,0.8,0,0.6428571428571429
utterance_155_32,155,32,9,0.9,0,0.7619047619047619
utterance_155_36,155,36,4,0.9,1,0.8571428571428571
utterance_155_38,155,38,5,1.0,0,0.9047619047619048
utterance_155_40,155,40,3,0.9,0,0.9523809523809523
utterance_155_42,155,42,3,0.9,0,1.0
utterance_157_3,157,3,4,0.9,0,0.13636363636363635
utterance_157_6,157,6,8,0.9,1,0.2727272727272727
utterance_157_9,157,9,4,0.9,0,0.4090909090909091
utterance_157_14,157,14,9,0.9,0,0.6363636363636364
utterance_157_16,157,16,4,0.9,0,0.7272727272727273
utterance_157_18,157,18,5,0.9,1,0.8181818181818182
utterance_157_20,157,20,5,0.9,0,0.9090909090909091
utterance_157_22,157,22,5,0.9,0,1.0
utterance_158_4,158,4,4,0.9,0,0.08695652173913043
utterance_158_7,158,7,9,0.9,0,0.15217391304347827
utterance_158_12,158,12,9,0.9,0,0.2608695652173913
utterance_158_15,158,15,8,0.9,1,0.32608695652173914
utterance_158_23,158,23,4,0.9,1,0.5
utterance_158_25,158,25,9,0.9,1,0.5434782608695652
utterance_158_29,158,29,8,0.9,1,0.6304347826086957
utterance_158_36,158,36,4,0.9,1,0.782608695652174
utterance_158_37,158,37,6,0.9,1,0.8043478260869565
utterance_158_39,158,39,9,0.9,0,0.8478260869565217
utterance_158_45,158,45,5,0.9,0,0.9782608695652174
utterance_158_46,158,46,5,1.0,0,1.0
utterance_159_1,159,1,10,0.9,0,0.02564102564102564
utterance_159_2,159,2,10,0.9,0,0.05128205128205128
utterance_159_4,159,4,0,0.9,0,0.10256410256410256
utterance_159_6,159,6,9,0.9,0,0.15384615384615385
utterance_159_9,159,9,4,0.9,0,0.23076923076923078
utterance_159_10,159,10,4,0.9,0,0.2564102564102564
utterance_159_12,159,12,7,0.9,0,0.3076923076923077
utterance_159_13,159,13,7,0.9,0,0.3333333333333333
utterance_159_15,159,15,7,0.9,0,0.38461538461538464
utterance_159_18,159,18,7,0.9,0,0.46153846153846156
utterance_159_20,159,20,9,0.9,0,0.5128205128205128
utterance_159_21,159,21,4,0.9,0,0.5384615384615384
utterance_159_23,159,23,7,0.9,0,0.5897435897435898
utterance_159_24,159,24,4,0.9,1,0.6153846153846154
utterance_159_26,159,26,8,0.9,0,0.6666666666666666
utterance_159_28,159,28,8,0.8,0,0.717948717948718
utterance_159_30,159,30,1,0.9,0,0.7692307692307693
utterance_159_31,159,31,9,0.9,0,0.7948717948717948
utterance_159_33,159,33,4,0.9,0,0.8461538461538461
utterance_159_35,159,35,6,0.9,0,0.8974358974358975
utterance_159_37,159,37,5,0.9,0,0.9487179487179487
utterance_159_39,159,39,3,0.9,0,1.0
utterance_160_2,160,2,4,0.9,0,0.125
utterance_160_4,160,4,7,0.9,0,0.25
utterance_160_6,160,6,4,0.9,0,0.375
utterance_160_8,160,8,0,0.9,0,0.5
utterance_160_10,160,10,0,0.9,0,0.625
utterance_160_13,160,13,7,0.9,0,0.8125
utterance_160_14,160,14,7,0.9,0,0.875
utterance_160_16,160,16,7,0.9,0,1.0
utterance_162_1,162,1,10,0.9,0,0.038461538461538464
utterance_162_3,162,3,0,0.9,0,0.11538461538461539
utterance_162_5,162,5,4,0.9,0,0.19230769230769232
utterance_162_9,162,9,9,0.9,0,0.34615384615384615
utterance_162_11,162,11,7,0.9,0,0.4230769230769231
utterance_162_15,162,15,7,0.9,0,0.5769230769230769
utterance_162_16,162,16,4,0.9,0,0.6153846153846154
utterance_162_19,162,19,4,0.8,0,0.7307692307692307
utterance_162_24,162,24,5,0.9,1,0.9230769230769231
utterance_162_26,162,26,5,0.9,0,1.0
utterance_163_0,163,0,4,0.9,0,0.0
utterance_163_2,163,2,7,0.9,0,0.09090909090909091
utterance_163_3,163,3,7,0.9,0,0.13636363636363635
utterance_163_4,163,4,7,0.9,0,0.18181818181818182
utterance_163_8,163,8,4,0.9,1,0.36363636363636365
utterance_163_10,163,10,7,0.9,1,0.45454545454545453
utterance_163_11,163,11,7,0.9,0,0.5
utterance_163_12,163,12,9,0.9,1,0.5454545454545454
utterance_163_15,163,15,4,0.9,0,0.6818181818181818
utterance_163_18,163,18,6,0.9,1,0.8181818181818182
utterance_163_19,163,19,0,0.9,0,0.8636363636363636
utterance_163_22,163,22,0,0.9,0,1.0
utterance_165_2,165,2,1,0.9,0,0.06666666666666667
utterance_165_3,165,3,10,0.9,0,0.1
utterance_165_5,165,5,9,0.9,0,0.16666666666666666
utterance_165_7,165,7,4,0.9,0,0.23333333333333334
utterance_165_10,165,10,8,0.8,0,0.3333333333333333
utterance_165_11,165,11,1,0.9,0,0.36666666666666664
utterance_165_14,165,14,4,0.9,0,0.4666666666666667
utterance_165_15,165,15,8,0.9,1,0.5
utterance_165_18,165,18,8,0.9,1,0.6
utterance_165_19,165,19,5,0.9,0,0.6333333333333333
utterance_165_21,165,21,1,0.9,0,0.7
utterance_165_25,165,25,10,0.9,1,0.8333333333333334
utterance_165_26,165,26,3,1.0,0,0.8666666666666667
utterance_165_30,165,30,9,0.9,0,1.0
utterance_166_0,166,0,4,0.9,0,0.0
utterance_166_2,166,2,4,0.9,0,0.05405405405405406
utterance_166_4,166,4,10,0.9,0,0.10810810810810811
utterance_166_6,166,6,4,0.9,0,0.16216216216216217
utterance_166_9,166,9,4,0.9,0,0.24324324324324326
utterance_166_12,166,12,9,0.9,0,0.32432432432432434
utterance_166_14,166,14,4,0.9,0,0.3783783783783784
utterance_166_19,166,19,7,0.9,0,0.5135135135135135
utterance_166_20,166,20,4,0.9,0,0.5405405405405406
utterance_166_24,166,24,4,0.9,0,0.6486486486486487
utterance_166_25,166,25,7,0.9,0,0.6756756756756757
utterance_166_26,166,26,4,0.9,0,0.7027027027027027
utterance_166_27,166,27,0,0.9,0,0.7297297297297297
utterance_166_28,166,28,0,0.9,0,0.7567567567567568
utterance_166_30,166,30,6,0.9,0,0.8108108108108109
utterance_166_32,166,32,0,0.9,0,0.8648648648648649
utterance_166_34,166,34,5,1.0,0,0.918918918918919
utterance_166_36,166,36,4,0.9,0,0.972972972972973
utterance_166_37,166,37,5,1.0,0,1.0
utterance_168_3,168,3,4,0.9,0,0.1111111111111111
utterance_168_5,168,5,7,0.9,0,0.18518518518518517
utterance_168_9,168,9,9,0.9,0,0.3333333333333333
utterance_168_10,168,10,4,0.9,0,0.37037037037037035
utterance_168_14,168,14,7,0.9,0,0.5185185185185185
utterance_168_17,168,17,6,0.9,0,0.6296296296296297
utterance_168_26,168,26,0,0.9,0,0.9629629629629629
utterance_168_27,168,27,7,0.9,0,1.0
utterance_170_2,170,2,7,0.9,0,0.10526315789473684
utterance_170_3,170,3,7,0.9,0,0.15789473684210525
utterance_170_5,170,5,4,0.9,0,0.2631578947368421
utterance_170_7,170,7,9,0.9,0,0.3684210526315789
utterance_170_8,170,8,7,0.9,0,0.42105263157894735
utterance_170_12,170,12,4,0.9,1,0.631578947368421
utterance_170_15,170,15,7,0.9,0,0.7894736842105263
utterance_170_16,170,16,7,0.9,0,0.8421052631578947
utterance_170_19,170,19,6,0.9,0,1.0
utterance_172_3,172,3,4,0.9,0,0.1
utterance_172_6,172,6,4,0.9,0,0.2
utterance_172_11,172,11,4,0.9,0,0.36666666666666664
utterance_172_13,172,13,4,0.9,0,0.43333333333333335
utterance_172_15,172,15,4,0.9,0,0.5
utterance_172_17,172,17,8,0.9,0,0.5666666666666667
utterance_172_18,172,18,4,0.9,0,0.6
utterance_172_20,172,20,4,0.9,0,0.6666666666666666
utterance_172_21,172,21,8,0.9,0,0.7
utterance_172_23,172,23,4,0.9,0,0.7666666666666667
utterance_172_25,172,25,4,0.9,0,0.8333333333333334
utterance_172_27,172,27,1,0.9,0,0.9
utterance_172_29,172,29,5,1.0,0,0.9666666666666667
utterance_172_30,172,30,4,0.8,0,1.0
utterance_173_3,173,3,7,0.9,0,0.15789473684210525
utterance_173_5,173,5,9,0.9,1,0.2631578947368421
utterance_173_10,173,10,4,0.9,0,0.5263157894736842
utterance_173_12,173,12,4,0.9,1,0.631578947368421
utterance_173_16,173,16,8,0.9,1,0.8421052631578947
utterance_173_19,173,19,0,0.9,0,1.0
utterance_174_4,174,4,7,0.9,0,0.21052631578947367
utterance_174_6,174,6,7,0.9,0,0.3157894736842105
utterance_174_8,174,8,7,0.9,0,0.42105263157894735
utterance_174_9,174,9,7,0.9,0,0.47368421052631576
utterance_174_11,174,11,4,0.9,0,0.5789473684210527
utterance_174_13,174,13,7,0.9,0,0.6842105263157895
utterance_174_17,174,17,9,0.9,0,0.8947368421052632
utterance_174_19,174,19,0,0.9,0,1.0
utterance_176_2,176,2,4,0.9,1,0.09523809523809523
utterance_176_3,176,3,4,0.9,1,0.14285714285714285
utterance_176_5,176,5,7,0.9,1,0.23809523809523808
utterance_176_7,176,7,7,0.9,0,0.3333333333333333
utterance_176_11,176,11,8,0.9,1,0.5238095238095238
utterance_176_13,176,13,7,0.9,1,0.6190476190476191
utterance_176_15,176,15,9,0.9,0,0.7142857142857143
utterance_176_19,176,19,8,0.85,1,0.9047619047619048
utterance_176_21,176,21,6,0.9,1,1.0
utterance_177_0,177,0,4,0.9,0,0.0
utterance_177_3,177,3,4,0.9,0,0.09375
utterance_177_5,177,5,7,0.9,0,0.15625
utterance_177_7,177,7,4,0.9,0,0.21875
utterance_177_8,177,8,4,0.9,0,0.25
utterance_177_11,177,11,8,0.9,0,0.34375
utterance_177_12,177,12,8,0.9,0,0.375
utterance_177_14,177,14,7,0.9,0,0.4375
utterance_177_17,177,17,7,0.9,0,0.53125
utterance_177_20,177,20,6,0.9,1,0.625
utterance_177_25,177,25,8,0.9,0,0.78125
utterance_177_27,177,27,8,0.9,0,0.84375
utterance_177_31,177,31,4,0.9,0,0.96875
utterance_177_32,177,32,6,0.9,1,1.0
utterance_178_3,178,3,4,0.9,0,0.14285714285714285
utterance_178_5,178,5,7,0.9,0,0.23809523809523808
utterance_178_7,178,7,4,0.9,0,0.3333333333333333
utterance_178_9,178,9,0,0.9,0,0.42857142857142855
utterance_178_11,178,11,7,0.9,0,0.5238095238095238
utterance_178_13,178,13,6,0.9,1,0.6190476190476191
utterance_178_15,178,15,8,0.9,0,0.7142857142857143
utterance_178_17,178,17,4,0.9,1,0.8095238095238095
utterance_178_20,178,20,5,0.9,0,0.9523809523809523
utterance_178_21,178,21,5,1.0,0,1.0
utterance_179_0,179,0,4,0.9,0,0.0
utterance_179_5,179,5,7,0.9,0,0.20833333333333334
utterance_179_6,179,6,7,0.9,0,0.25
utterance_179_10,179,10,6,0.9,0,0.4166666666666667
utterance_179_11,179,11,4,0.9,0,0.4583333333333333
utterance_179_13,179,13,9,0.9,0,0.5416666666666666
utterance_179_14,179,14,9,0.9,0,0.5833333333333334
utterance_179_16,179,16,8,0.9,1,0.6666666666666666
utterance_179_18,179,18,8,0.9,0,0.75
utterance_179_22,179,22,4,0.9,1,0.9166666666666666
utterance_179_24,179,24,6,0.9,0,1.0
utterance_180_1,180,1,10,0.9,0,0.043478260869565216
utterance_180_3,180,3,9,0.9,1,0.13043478260869565
utterance_180_6,180,6,9,0.9,0,0.2608695652173913
utterance_180_10,180,10,4,0.8,0,0.43478260869565216
utterance_180_13,180,13,7,0.9,1,0.5652173913043478
utterance_180_16,180,16,6,0.9,0,0.6956521739130435
utterance_180_21,180,21,4,0.9,0,0.9130434782608695
utterance_180_23,180,23,5,0.9,0,1.0
utterance_181_1,181,1,9,0.9,0,0.041666666666666664
utterance_181_3,181,3,4,0.9,1,0.125
utterance_181_5,181,5,8,0.9,1,0.20833333333333334
utterance_181_9,181,9,9,0.9,0,0.375
utterance_181_11,181,11,9,0.9,1,0.4583333333333333
utterance_181_13,181,13,9,0.9,0,0.5416666666666666
utterance_181_15,181,15,7,0.9,0,0.625
utterance_181_17,181,17,6,0.9,0,0.7083333333333334
utterance_181_21,181,21,7,0.9,1,0.875
utterance_181_24,181,24,4,0.9,1,1.0
utterance_182_3,182,3,7,0.9,0,0.11538461538461539
utterance_182_5,182,5,4,0.9,0,0.19230769230769232
utterance_182_7,182,7,7,0.9,0,0.2692307692307692
utterance_182_9,182,9,4,0.9,0,0.34615384615384615
utterance_182_11,182,11,8,0.9,0,0.4230769230769231
utterance_182_13,182,13,8,0.8,0,0.5
utterance_182_15,182,15,4,0.9,0,0.5769230769230769
utterance_182_17,182,17,8,0.9,1,0.6538461538461539
utterance_182_19,182,19,5,0.9,0,0.7307692307692307
utterance_182_22,182,22,9,0.9,0,0.8461538461538461
utterance_182_24,182,24,9,0.9,1,0.9230769230769231
utterance_182_26,182,26,5,0.9,0,1.0
utterance_183_3,183,3,4,0.9,0,0.13043478260869565
utterance_183_5,183,5,8,0.9,1,0.21739130434782608
utterance_183_7,183,7,8,0.9,1,0.30434782608695654
utterance_183_9,183,9,0,0.9,0,0.391304347826087
utterance_183_12,183,12,0,0.9,0,0.5217391304347826
utterance_183_14,183,14,0,0.9,0,0.6086956521739131
utterance_183_16,183,16,0,0.9,0,0.6956521739130435
utterance_183_18,183,18,4,0.9,1,0.782608695652174
utterance_183_21,183,21,0,0.9,0,0.9130434782608695
utterance_183_23,183,23,5,0.9,0,1.0
utterance_184_3,184,3,7,0.9,0,0.0967741935483871
utterance_184_5,184,5,1,0.9,0,0.16129032258064516
utterance_184_7,184,7,7,0.9,0,0.22580645161290322
utterance_184_9,184,9,1,0.9,0,0.2903225806451613
utterance_184_11,184,11,9,0.9,0,0.3548387096774194
utterance_184_12,184,12,9,0.9,0,0.3870967741935484
utterance_184_13,184,13,4,0.9,0,0.41935483870967744
utterance_184_15,184,15,7,0.9,0,0.4838709677419355
utterance_184_17,184,17,4,0.9,1,0.5483870967741935
utterance_184_21,184,21,0,0.9,1,0.6774193548387096
utterance_184_26,184,26,5,1.0,1,0.8387096774193549
utterance_184_30,184,30,7,0.9,0,0.967741935483871
utterance_184_31,184,31,4,0.8,0,1.0
utterance_186_3,186,3,4,0.9,0,0.1
